id,jid,jobname,salary,workExp,eduLevel,cname,ctype,csize,jobtype,cityname
9994,CC138732688J00382715105,资深渗透测试工程师,8K-10K,1-3年,本科,湖北星野科技发展有限公司,民营,20-99人,IT运维/技术支持,武汉
9995,CC440144030J00184476004,地图数据编译研发工程师,15K-20K,3-5年,本科,武汉中海庭数据技术有限公司,国企,100-499人,软件/互联网开发/系统集成,武汉
9996,CC440144030J00193440704,数据挖掘算法工程师,12K-20K,1-3年,本科,武汉中海庭数据技术有限公司,国企,100-499人,软件/互联网开发/系统集成,武汉
9997,CC143235708J00182347611,高级运维实施工程师,15K-20K,5-10年,本科,北京东联世纪科技股份有限公司,股份制企业,20-99人,IT运维/技术支持,武汉
9998,CC185304818J00196940702,资深系统/软件开发专家,20K-40K,10年以上,硕士,上海光联通讯技术有限公司武汉分公司,外商独资,10000人以上,软件/互联网开发/系统集成,武汉
9999,CC559899230J00140629204,化工优化工程师,6K-12K,1-3年,硕士,汉谷云智(武汉)科技有限公司,股份制企业,20-99人,化工,武汉
10000,CC303744080J00438106801,ROS算法工程师,15K-20K,3-5年,硕士,武汉湾流科技股份有限公司,上市公司,100-499人,软件/互联网开发/系统集成,武汉
10001,CC577874620J00366183507,初级重测序生物信息分析工程师,6K-10K,1-3年,本科,武汉菲沙基因信息有限公司,民营,100-499人,生物/制药/医疗器械,武汉
10002,CC143235708J00182347111,中级运维实施工程师,10K-15K,3-5年,本科,北京东联世纪科技股份有限公司,股份制企业,20-99人,IT运维/技术支持,武汉
10003,CC842321320J00319753205,机器学习算法工程师,8K-16K,1-3年,本科,武汉海星通技术股份有限公司,股份制企业,20-99人,软件/互联网开发/系统集成,武汉
10004,CC440144030J00186509504,自动化测试工程师,6K-10K,1-3年,本科,武汉中海庭数据技术有限公司,国企,100-499人,软件/互联网开发/系统集成,武汉
10005,CC284270317J00297132008,机器人助理工程师,6K-10K,无经验,本科,武汉需要智能技术有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10006,CZ753676770J00174295409,C++/Qt 开发工程师（Linux）,10K-20K,3-5年,大专,路人甲传媒广告(北京)有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10007,CC577874620J00366185907,高级重测序生物信息分析工程师,8K-15K,3-5年,本科,武汉菲沙基因信息有限公司,民营,100-499人,生物/制药/医疗器械,武汉
10008,CC256213333J00096736706,linux开发工程师高级,15K-20K,3-5年,本科,武汉噢易云计算股份有限公司,上市公司,100-499人,软件/互联网开发/系统集成,武汉
10009,CC200862928J90250538000,东风旗下国企/高级数据分析师,6K-8K,不限,本科,武汉东风鸿泰商务咨询有限公司,国企,500-999人,软件/互联网开发/系统集成,武汉
10010,CC121129607J00349356101,资深大数据架构师,25K-50K,5-10年,硕士,立得空间信息技术股份有限公司,民营,500-999人,软件/互联网开发/系统集成,武汉
10011,CC381192719J90250472000,急招Linux运维网络管理员,6K-8K,1-3年,本科,北京尖峰计算机系统有限公司武汉分公司,其它,100-499人,IT运维/技术支持,武汉
10012,CZ563625620J00347055903,图像处理算法总监,20K-40K,5-10年,硕士,武汉珈和科技有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10013,CC143235708J00182346511,初级运维实施工程师,8K-10K,1-3年,本科,北京东联世纪科技股份有限公司,股份制企业,20-99人,IT运维/技术支持,武汉
10014,CC860517250J00226302306,数据分析工程师,10K-15K,3-5年,本科,武汉国测数据技术有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10015,CC284270317J00229825708,软件工程师,5K-8K,1-3年,本科,武汉需要智能技术有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10016,CC599515789J00201963803,系统维护工程师,6K-8K,1-3年,大专,武汉博创睿新信息科技有限公司,民营,20-99人,IT运维/技术支持,武汉
10017,CC464494425J00349466703,系统运维工程师-云存储,12K-18K,5-10年,本科,湖北盛天网络技术股份有限公司,民营,100-499人,IT运维/技术支持,武汉
10018,CZ720942950J00245994908,智慧城市研发部经理（黄石）,20K-30K,3-5年,本科,湖北众堃科技股份有限公司,合资,20-99人,软件/互联网开发/系统集成,黄石
10019,CZ775381860J00355190403,运维工程师,9K-14K,3-5年,本科,湖北云天下教育科技有限公司,民营,100-499人,IT运维/技术支持,武汉
10020,CC541258629J00364508107,长江日报、长江网数据分析师,4K-6K,不限,本科,武汉长江新媒体有限公司,国企,20-99人,咨询/顾问/调研/数据分析,武汉
10021,CC314034830J00295763904,Java开发工程师-爱立信,8K-15K,3-5年,本科,点米服务外包(上海)有限公司深圳分公司,上市公司,1000-9999人,软件/互联网开发/系统集成,武汉
10022,CC857510850J00304572706,软件开发讲师,10K-15K,5-10年,本科,武汉力德系统工程股份有限公司,上市公司,100-499人,软件/互联网开发/系统集成,武汉
10023,CC143235708J00182345311,高级测试工程师,15K-20K,5-10年,本科,北京东联世纪科技股份有限公司,股份制企业,20-99人,IT质量管理/测试/配置管理,武汉
10024,CC631252729J00437353901,大数据开发工程师,7K-13K,3-5年,大专,武汉虚谷信息技术有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10025,CZ712933130J00225532602,金融分析师（双休 五险一金）,6K-10K,1-3年,硕士,武汉利兴昌技术有限公司,民营,20人以下,证券/期货/投资管理/服务,武汉
10026,CZ563625620J00347053503,it研发总监,20K-40K,10年以上,学历不限,武汉珈和科技有限公司,民营,20-99人,IT管理/项目协调,武汉
10027,CC464494425J00363578703,系统运维工程师,12K-17K,3-5年,本科,湖北盛天网络技术股份有限公司,民营,100-499人,IT运维/技术支持,武汉
10028,CC426773328J00223600905,软件测试,8K-10K,3-5年,大专,南京绛门信息科技股份有限公司,上市公司,500-999人,IT质量管理/测试/配置管理,武汉
10029,CZ413710930J00105980506,AI人工智能工程师,15K-20K,1-3年,硕士,武汉智信联诚科技有限公司,民营,20-99人,IT管理/项目协调,武汉
10030,CC562550032J00086467604,java工程师（武汉）,8K-15K,1-3年,大专,深圳市八斗才数据有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10031,CC703468380J00353694907,爬虫软件工程师(实习),2K-4K,无经验,大专,武汉青春奋斗文化传媒有限公司,民营,20人以下,软件/互联网开发/系统集成,武汉
10032,CC465263330J00169640609,java开发工程师,15K-20K,1-3年,本科,北京九州瀚诺企业管理有限公司,民营,100-499人,软件/互联网开发/系统集成,武汉
10033,CC141127371J00193263802,人工智能/机器学习工程师,15K-25K,3-5年,硕士,中山联合光电科技股份有限公司,上市公司,1000-9999人,软件/互联网开发/系统集成,武汉
10034,CC393236712J00133771511,安全平台支持工程师(J11657),10K-15K,1-3年,本科,绿盟科技,股份制企业,1000-9999人,IT运维/技术支持,武汉
10035,CC440144030J00084105704,自动驾驶决策工程师,10K-15K,1-3年,本科,武汉中海庭数据技术有限公司,国企,100-499人,软件/互联网开发/系统集成,武汉
10036,CC440144030J00305641804,大数据挖掘架构师,20K-40K,5-10年,本科,武汉中海庭数据技术有限公司,国企,100-499人,软件/互联网开发/系统集成,武汉
10037,CC236134119J00188867704,数据分析师,10K-15K,无经验,学历不限,上海派拉软件股份有限公司,民营,100-499人,销售管理,武汉
10038,CC885356540J00383283507,脚本开发工程师,6K-8K,不限,大专,上海大容信息科技有限公司,股份制企业,20-99人,软件/互联网开发/系统集成,武汉
10039,CC534687428J00392282707,系统架构设计师（可兼职、薪资可面议）,20K-40K,3-5年,本科,武汉光谷智能科技有限公司,股份制企业,20-99人,软件/互联网开发/系统集成,武汉
10040,CC440144030J00305642204,数据挖掘工程师,12K-15K,3-5年,本科,武汉中海庭数据技术有限公司,国企,100-499人,人力资源,武汉
10041,CC300757887J00424365905,【20届校招】测试工程师（武汉）(J10910),薪资面议,不限,本科,武汉斗鱼网络科技有限公司,民营,1000-9999人,电子/电器/半导体/仪器仪表,武汉
10042,CCL1201549760J00450915501,硬件工程师,4K-8K,不限,大专,武汉零零祎教育科技有限公司,民营,20-99人,硬件开发,孝感
10043,CZ897190910J00015159204,系统架构师,15K-25K,不限,本科,武汉江尚信息技术有限公司,民营,100-499人,软件/互联网开发/系统集成,武汉
10044,CC287788134J00201034206,Maya资深绑定师/TD,8K-16K,3-5年,大专,武汉艺画开天文化传播有限公司,民营,100-499人,影视/媒体/出版/印刷,武汉
10045,CC319736738J00236385902,云平台系统工程师,12K-24K,3-5年,本科,上海易鲸捷信息技术有限公司,其它,20-99人,IT运维/技术支持,武汉
10046,CC260375981J90250008000,三维软件开发工程师,10K-15K,不限,硕士,武汉讯图科技有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10047,CZ753676770J00164096909,系统开发工程师,10K-20K,3-5年,大专,路人甲传媒广告(北京)有限公司,民营,20-99人,IT运维/技术支持,武汉
10048,CC440144030J00305641404,C++高级开发工程师,20K-25K,5-10年,本科,武汉中海庭数据技术有限公司,国企,100-499人,软件/互联网开发/系统集成,武汉
10049,CC303744080J00438100901,PCL点云算法工程师,15K-20K,5-10年,硕士,武汉湾流科技股份有限公司,上市公司,100-499人,软件/互联网开发/系统集成,武汉
10050,CC330334635J00170762510,高级测试工程师（SSD量产测试方向）,11K-21K,3-5年,本科,北京紫光得瑞科技有限公司,民营,100-499人,IT质量管理/测试/配置管理,武汉
10051,CC890137090J00175968310,java开发工程师,15K-20K,1-3年,本科,北京铭尚信义建筑装饰有限公司,民营,100-499人,软件/互联网开发/系统集成,武汉
10052,CC516160680J00409603705,高级运维工程师,8K-16K,3-5年,大专,武汉神目信息技术有限公司,民营,100-499人,软件/互联网开发/系统集成,武汉
10053,CC191196222J00026446713,虚拟化开发工程师,10K-15K,3-5年,本科,北京和信创天科技股份有限公司,民营,100-499人,软件/互联网开发/系统集成,武汉
10054,CC287788134J00235760806,Maya 灯光渲染开发/TD（6000-12000/面议）,6K-12K,3-5年,学历不限,武汉艺画开天文化传播有限公司,民营,100-499人,艺术/设计,武汉
10055,CC446280380J00377147207,自然语言��理研发工程师,10K-15K,不限,本科,武汉渔见晚科技有限责任公司,民营,20人以下,软件/互联网开发/系统集成,武汉
10056,CC192185619J00305846402,数据挖掘工程师,10K-15K,1-3年,本科,武汉微创光电股份有限公司,上市公司,100-499人,软件/互联网开发/系统集成,武汉
10057,CC300757887J00424411005,【20届】安全开发工程师（武汉）(J10892),薪资面议,不限,本科,武汉斗鱼网络科技有限公司,民营,1000-9999人,IT运维/技术支持,武汉
10058,CC282242380J00402705207,诚聘优秀英文翻译文书撰稿人,4K-8K,不限,本科,广西巴巴去哪电子商务有限公司,民营,20人以下,翻译（口译与笔译）,武汉
10059,CC300757887J00424368605,【20届校招】SDL安全工程师（武汉）(J10891),薪资面议,不限,本科,武汉斗鱼网络科技有限公司,民营,1000-9999人,IT运维/技术支持,武汉
10060,CC890229790J00173181012,大数据,12K-22.1K,1-3年,大专,北京新华伟源照明工程有限公司,民营,10000人以上,软件/互联网开发/系统集成,武汉
10061,CC871350960J00440476301,运维安全工程师,12K-20K,5-10年,大专,峰谷(武汉)科技有限公司,民营,20-99人,IT运维/技术支持,武汉
10062,CC287788134J00199658706,渲染农场管理员,4K-5K,3-5年,学历不限,武汉艺画开天文化传播有限公司,民营,100-499人,艺术/设计,武汉
10063,CC440144030J00305641604,高级算法工程师,15K-20K,3-5年,硕士,武汉中海庭数据技术有限公司,国企,100-499人,软件/互联网开发/系统集成,武汉
10064,CC440144030J00135701604,激光SLAM算法工程师,15K-20K,1-3年,硕士,武汉中海庭数据技术有限公司,国企,100-499人,软件/互联网开发/系统集成,武汉
10065,CC857510850J00304568006,软件测试讲师 ,10K-15K,5-10年,大专,武汉力德系统工程股份有限公司,上市公司,100-499人,IT质量管理/测试/配置管理,武汉
10066,CZ698473330J00305576706,存储工程师,20K-30K,3-5年,本科,深圳市星际无限科技有限公司,不限,20-99人,硬件开发,武汉
10067,CC300757887J00424366605,【20届校招】测试开发工程师（武汉）(J10909),薪资面议,不限,本科,武汉斗鱼网络科技有限公司,民营,1000-9999人,IT质量管理/测试/配置管理,武汉
10068,CC694409628J00322477203,图像算法工程师,13K-20K,1-3年,硕士,武汉大势智慧科技有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10069,CC287788134J00072706206,Maya Pipeline TD,10K-20K,5-10年,本科,武汉艺画开天文化传播有限公司,民营,100-499人,IT运维/技术支持,武汉
10070,CC300757887J00424365305,【20届校招】C++客户端开发工程师（武汉）(J10908),薪资面议,不限,本科,武汉斗鱼网络科技有限公司,民营,1000-9999人,软件/互联网开发/系统集成,武汉
10071,CC197487214J00321889902,数据中心主任,6K-12K,3-5年,本科,湖北百盟投资集团有限公司,民营,100-499人,软件/互联网开发/系统集成,襄阳
10072,CZ563625620J00347056703,高级图像处理算法工程师,15K-20K,3-5年,本科,武汉珈和科技有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10073,CC440144030J00084104804,自动驾驶仿真系统开发工程师,10K-15K,1-3年,本科,武汉中海庭数据技术有限公司,国企,100-499人,软件/互联网开发/系统集成,武汉
10074,CC319736738J00236369402,大数据系统开发工程师,15K-20K,3-5年,本科,上海易鲸捷信息技术有限公司,其它,20-99人,软件/互联网开发/系统集成,武汉
10075,CC440144030J00305644604,数据挖掘算法工程师,12K-18K,3-5年,本科,武汉中海庭数据技术有限公司,国企,100-499人,软件/互联网开发/系统集成,武汉
10076,CC286836587J00214495003,运维工程师,10K-15K,3-5年,本科,武汉物易云通网络科技有限公司,民营,100-499人,IT运维/技术支持,武汉
10077,CC813900790J00313332808,业务策略主管,6K-8K,3-5年,本科,黄石贝壳房地产经纪有限公司,民营,10000人以上,项目管理/项目协调,黄石
10078,CC440144030J00305656704,激光SLAM算法工程师,15K-20K,1-3年,硕士,武汉中海庭数据技术有限公司,国企,100-499人,软件/互联网开发/系统集成,武汉
10079,CC636888732J00172535312,爬虫工程师（武汉）,6K-8K,1-3年,本科,零壹智库信息科技(北京)有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10080,CC200911984J00395277607,大数据实施工程师,5K-10K,1-3年,本科,美林数据技术股份有限公司,股份制企业,100-499人,软件/互联网开发/系统集成,武汉
10081,CC290597880J00079590611,软件开发工程师,8K-12K,1-3年,本科,安塞斯(北京)生物技术有限公司,其它,20-99人,生物/制药/医疗器械,武汉
10082,CC614276380J00162923815,固件测试工程师,10K-15K,3-5年,本科,北京泽石科技有限公司,股份制企业,20-99人,其他,武汉
10083,CC399875122J00169869814,测试工程师(J10318),6K-8K,1-3年,本科,北京腾云天下科技有限公司,民营,100-499人,IT质量管理/测试/配置管理,武汉
10084,CC646990720J00189369701,生物信息专员（可兼职）,15K-20K,不限,硕士,上海科景生物科技有限公司,民营,20人以下,生物/制药/医疗器械,武汉
10085,CC388068820J00137811411,算法工程师,12K-18K,1-3年,本科,彩虹无线(北京)新技术有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10086,CC624444527J00392179105,算法模型工程师,6K-10K,1-3年,本科,湖北国网华中科技开发有限责任公司,民营,100-499人,软件/互联网开发/系统集成,武汉
10087,CC898236110J00309188904,运维工程师,8K-12K,3-5年,大专,武汉莱博信息技术有限公司,民营,100-499人,IT运维/技术支持,武汉
10088,CC325514415J00314602602,数据开发工程师,15K-20K,3-5年,本科,信雅达(杭州)计算机服务有限公司,民营,1000-9999人,软件/互联网开发/系统集成,武汉
10089,CC679989880J00424872305,车载系统架构,30K-50K,10年以上,本科,东风汽车集团有限公司,国企,10000人以上,软件/互联网开发/系统集成,武汉
10090,CC679989880J00424846805,平台系统架构,30K-50K,10年以上,本科,东风汽车集团有限公司,国企,10000人以上,软件/互联网开发/系统集成,武汉
10091,CC381192719J90250554000,AI算法工程师,8K-15K,1-3年,本科,北京尖峰计算机系统有限公司武汉分公司,其它,100-499人,软件/互联网开发/系统集成,武汉
10092,CC844868830J00311373404,软件工程师,5K-8K,1-3年,大专,武汉智珀互联科技有限公司,不限,20人以下,软件/互联网开发/系统集成,武汉
10093,CC406500780J00233649407,机器学习，数据建模,15K-30K,3-5年,本科,易酒批电子商务有限公司,合资,1000-9999人,咨询/顾问/调研/数据分析,武汉
10094,CC489646430J00213482904,高级测试工程师,10K-15K,3-5年,本科,上海劳勤信息技术有限公司,民营,100-499人,IT质量管理/测试/配置管理,武汉
10095,CC193449717J00156377904,运维工程师,10K-20K,不限,学历不限,广州多益网络股份有限公司,民营,1000-9999人,IT运维/技术支持,武汉
10096,CC324818232J00244572608,赴日软件工程师,15K-30K,不限,大专,アイピーエス株式会社,股份制企业,20-99人,软件/互联网开发/系统集成,武汉
10097,CC120095625J00129804814,高级软件工程师-ZNYF,12K-24K,1-3年,本科,北京四维图新科技股份有限公司,上市公司,1000-9999人,软件/互联网开发/系统集成,武汉
10098,CC120086316J00095462514,软件测试开发（前端方向）高级,10K-20K,3-5年,本科,北京中庆现代技术股份有限公司,民营,100-499人,软件/互联网开发/系统集成,武汉
10099,CC192515210J00089327002,大数据讲师,8K-10K,1-3年,本科,武汉誉天互联科技有限责任公司,股份制企业,100-499人,教育/培训,武汉
10100,CC193449717J90251271000,技术美术/TA,20K-30K,不限,学历不限,广州多益网络股份有限公司,民营,1000-9999人,艺术/设计,武汉
10101,CC483542232J00064810910,软件测试工程师,10K-15K,3-5年,大专,北京智扬通达科技有限公司,民营,100-499人,IT质量管理/测试/配置管理,武汉
10102,CC193449717J00156251304,软件服务端开发工程师,8K-15K,不限,学历不限,广州多益网络股份有限公司,民营,1000-9999人,软件/互联网开发/系统集成,武汉
10103,CC195931818J00178987206,数据管理工程师（偏编程）,15K-20K,3-5年,本科,深圳华大基因科技有限公司,民营,1000-9999人,软件/互联网开发/系统集成,武汉
10104,CC000405635J00130518414,CDN-SRE 运维工程师,5K-8K,不限,本科,北京蓝汛通信技术有限责任公司,上市公司,1000-9999人,IT运维/技术支持,武汉
10105,CC330334635J90250019000,NAND Flash分析工程师,10K-15K,不限,本科,北京紫光得瑞科技有限公司,民营,100-499人,电子/电器/半导体/仪器仪表,武汉
10106,CC202766621J00374550907,中国移动中移智行正式员工—测试工程师,6K-8K,3-5年,本科,安徽正德人力资源咨询有限公司,民营,10000人以上,软件/互联网开发/系统集成,武汉
10107,CC455552131J00230151806,数据库开发工程师,8K-15K,3-5年,本科,武汉蜡烛科技有限公司,民营,100-499人,软件/互联网开发/系统集成,武汉
10108,CC000405635J00130519514,CDN-SRE 高级运维工程师,8K-12K,1-3年,本科,北京蓝汛通信技术有限责任公司,上市公司,1000-9999人,IT运维/技术支持,武汉
10109,CC000426024J00147281909,大数据产品经理,30K-60K,5-10年,硕士,北京海兰信数据科技股份有限公司,上市公司,500-999人,软件/互联网开发/系统集成,武汉
10110,CC393236712J00173401211,渗透测试(Web安全)工程师-武汉(J11872),8K-10K,1-3年,本科,绿盟科技,股份制企业,1000-9999人,IT运维/技术支持,武汉
10111,CC489646430J00235458404,高级算法工程师,15K-25K,5-10年,本科,上海劳勤信息技术有限公司,民营,100-499人,软件/互联网开发/系统集成,武汉
10112,CC192515210J00089290902,红帽RHCE/RHCA讲师/Linux运维,8K-10K,3-5年,大专,武汉誉天互联科技有限责任公司,股份制企业,100-499人,IT运维/技术支持,武汉
10113,CC489646430J00229953504,IT运维工程师,10K-20K,3-5年,本科,上海劳勤信息技术有限公司,民营,100-499人,IT运维/技术支持,武汉
10114,CC533963426J00267941407,大数据讲师,10K-15K,3-5年,本科,大连东软睿道教育信息服务有限公司,上市公司,1000-9999人,教育/培训,武汉
10115,CC202766621J00374535707,中国移动中移智行正式员工—系统架构师,6K-8K,5-10年,本科,安徽正德人力资源咨询有限公司,民营,10000人以上,电信/通信技术开发及应用,武汉
10116,CC209879310J00191831204,安全服务工程师（武汉）,10K-20K,3-5年,本科,杭州安恒信息技术股份有限公司,民营,1000-9999人,IT运维/技术支持,武汉
10117,CC201447322J00386160305,软件开发工程师-ADAS,1K以下,1-3年,本科,法雷奥照明湖北技术中心有限公司,外商独资,1000-9999人,软件/互联网开发/系统集成,武汉
10118,CC209879310J00252067504,安全研究员（武汉）,15K-30K,3-5年,本科,杭州安恒信息技术股份有限公司,民营,1000-9999人,IT运维/技术支持,武汉
10119,CC201447322J00386164205,Function Validation Engineer/测试工程师,1K以下,1-3年,本科,法雷奥照明湖北技术中心有限公司,外商独资,1000-9999人,IT质量管理/测试/配置管理,武汉
10120,CC202766621J00374531907,中国移动中移智行正式员工—Devops工程师,6K-8K,3-5年,本科,安徽正德人力资源咨询有限公司,民营,10000人以上,IT管理/项目协调,武汉
10121,CC202766621J00374545207,中国移动中移智行正式员工—信息安全工程师,6K-8K,3-5年,本科,安徽正德人力资源咨询有限公司,民营,10000人以上,软件/互联网开发/系统集成,武汉
10122,CC202766621J00374530207,中国移动中移智行正式员工—中间件平台工程师,6K-8K,5-10年,本科,安徽正德人力资源咨询有限公司,民营,10000人以上,硬件开发,武汉
10123,CC195931818J00178989106,高级生物数据审编工程师（偏管理和需求） ,25K-50K,1-3年,博士,深圳华大基因科技有限公司,民营,1000-9999人,软件/互联网开发/系统集成,武汉
10124,CC121098980J00330206103,数据工程师,15K-20K,5-10年,本科,九州通医药集团股份有限公司,上市公司,10000人以上,软件/互联网开发/系统集成,武汉
10125,CC139135302J00245197203,软件工程师,10K-15K,3-5年,本科,凹凸科技（中国）有限公司,外商独资,500-999人,软件/互联网开发/系统集成,武汉
10126,CC840507390J00181093904,高级存储开发工程师,15K-20K,3-5年,本科,南京铭轩生物科技有限公司,民营,500-999人,软件/互联网开发/系统集成,武汉
10127,CC439581017J00144286914,数据库工程师（MySQL）,10K-15K,3-5年,大专,深圳市活力天汇科技股份有限公司,其它,500-999人,IT运维/技术支持,武汉
10128,CZ694262080J00407954301,高级测试工程师（互联网大健康项目）,10K-15K,5-10年,大专,武汉汉古艺术馆有限公司,民营,100-499人,IT质量管理/测试/配置管理,武汉
10129,CC251883987J00173535213,技术总监,20K-30K,3-5年,本科,北京图创时代科技有限公司,股份制企业,20-99人,软件/互联网开发/系统集成,武汉
10130,CC394493839J00199217108,高级前端工程师,9K-15K,5-10年,本科,湖北立佰趣信息技术有限公司,民营,100-499人,软件/互联网开发/系统集成,武汉
10131,CZ694262080J00408063901,中高级运维工程师（互联网平台）,15K-25K,3-5年,本科,武汉汉古艺术馆有限公司,民营,100-499人,互联网产品/运营管理,武汉
10132,CZ518765120J00324644001,高级算法工程师（生命传感器算法开发方向）,12K-20K,1-3年,本科,武汉久乐科技有限公司,不限,20-99人,软件/互联网开发/系统集成,武汉
10133,CC832977540J00331339603,测试工程师,5K-8K,1-3年,大专,广州卓仁科技有限公司,民营,20-99人,IT质量管理/测试/配置管理,武汉
10134,CZ730413540J00302085503,咨询顾问,8K-10K,1-3年,本科,深圳市珞瑜云科咨询有限公司,股份制企业,20人以下,咨询/顾问/调研/数据分析,武汉
10135,CZ832891100J00212930807,高级测试工程师,8K-16K,3-5年,本科,智慧工匠科技有限公司,民营,20-99人,IT质量管理/测试/配置管理,武汉
10136,CZ807044920J00375950705,自动化测试工程师,20K-40K,3-5年,本科,上饶市聚微星科技有限公司,民营,不限,IT质量管理/测试/配置管理,武汉
10137,CC846885330J00222102706,（伯周咨询）猎头顾问,6K-8K,不限,本科,武汉伯之周企业管理咨询有限公司,民营,100-499人,人力资源,武汉
10138,CC231043217J90252197000,数据分析师,8K-16K,1-3年,本科,南京烽火星空通信发展有限公司,股份制企业,1000-9999人,咨询/顾问/调研/数据分析,武汉
10139,CC841622620J00368699907,少儿编程老师,8K-12K,不限,本科,武汉编程猫科技有限公司,民营,1000-9999人,教育/培训,武汉
10140,CC855472230J00221751808,助教老师,3K-5K,不限,本科,欧罗巴(武汉)教育咨询有限责任公司,民营,20-99人,教育/培训,武汉
10141,CC643792830J00289677404,图像初级工程师,10K-20K,不限,硕士,武汉珈鹰智能科技有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10142,CC459742530J00308654106,NLP-自然语言处理工程师,7K-13K,不限,本科,武汉唯理科技有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10143,CC381859380J00353924703,运维工程师,15K-18K,3-5年,大专,武汉伺动科技有限公司,民营,20人以下,IT运维/技术支持,武汉
10144,CC810422900J00248518203,测试软件开发工程师,12K-18K,5-10年,本科,武汉易点优服科技有限公司,民营,1000-9999人,软件/互联网开发/系统集成,武汉
10145,CC282860736J00098614802,高级生物信息分析师,8K-15K,1-3年,本科,湖南省科域生物医药科技有限公司,民营,20-99人,生物/制药/医疗器械,武汉
10146,CC419981221J00351147703,测试工程师,10K-20K,5-10年,本科,珠海市小源科技有限公司,其它,100-499人,IT质量管理/测试/配置管理,武汉
10147,CC439581017J00147394114,安全开发工程师,15K-20K,1-3年,大专,深圳市活力天汇科技股份有限公司,其它,500-999人,IT运维/技术支持,武汉
10148,CC303820535J00195991406,NLP高级工程师,15K-30K,1-3年,本科,灯塔财经信息有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10149,CZ678849620J00300220001,java开发工程师,6K-10K,1-3年,大专,武汉成瀚科技有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10150,CC390613830J00148612413,大数据系统开发工程师,10K-18K,3-5年,本科,北京易鲸捷信息技术有限公司,民营,100-499人,软件/互联网开发/系统集成,武汉
10151,CC640614236J00132120015,ETL开发工程师,8K-13K,3-5年,本科,北京交研智慧科技有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10152,CZ368526380J00005026407,J2EE软件集成工程师,10K-15K,3-5年,本科,武汉思恒达科技有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10153,CZ838838240J00320150901,赴日软件开发工程师,20K-40K,不限,大专,株式会社USTソリューション,外商独资,20-99人,软件/互联网开发/系统集成,武汉
10154,CC526118830J00277068604,研发主管,15K-25K,5-10年,本科,武汉蓝海科创技术有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10155,CC573093532J00248447802,测试开发工程师,15K-20K,3-5年,本科,上海韬途信息科技有限公司,民营,20-99人,IT质量管理/测试/配置管理,武汉
10156,CC855472230J00221750508,数学/物理/化学老师,6K-10K,1-3年,本科,欧罗巴(武汉)教育咨询有限责任公司,民营,20-99人,教育/培训,武汉
10157,CC330334635J90250055000,测试开发工程师,12K-24K,不限,本科,北京紫光得瑞科技有限公司,民营,100-499人,IT质量管理/测试/配置管理,武汉
10158,CC524919830J00165899808,测试工程师,8K-10K,3-5年,大专,乐约电子科技(上海)有限公司,民营,100-499人,IT质量管理/测试/配置管理,武汉
10159,CZ846065300J00243285903,售前架构师,20K-35K,3-5年,本科,腾云悦智科技(深圳)有限责任公司,民营,100-499人,软件/互联网开发/系统集成,武汉
10160,CC832977540J00331337503,配置管理工程师,5K-8K,1-3年,大专,广州卓仁科技有限公司,民营,20-99人,IT质量管理/测试/配置管理,武汉
10161,CC303820535J00041737006,后台开发工程师,10K-20K,3-5年,本科,灯塔财经信息有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10162,CZ833033140J00301547003,诚聘机械工程/电子、电气工程/软件工程写手,6K-8K,不限,本科,湖北默香文化传媒有限公司,股份制企业,不限,兼职/临时,武汉
10163,CC330334635J90250052000,高级测试开发工程师,15K-30K,1-3年,本科,北京紫光得瑞科技有限公司,民营,100-499人,IT质量管理/测试/配置管理,武汉
10164,CC198150827J90250436000,PHP开发工程师,8K-10K,3-5年,大专,武汉华纳联合药业有限公司,股份制企业,20-99人,软件/互联网开发/系统集成,武汉
10165,CC303820535J00285509006,爬虫工程师,15K-30K,3-5年,本科,灯塔财经信息有限公司,民营,20-99人,软件/互联网开发/系统集成,武汉
10166,CC666327921J00194614701,php开发工程师,8K-15K,3-5年,本科,武汉鸣鸾信息科技有限公司,民营,100-499人,软件/互联网开发/系统集成,武汉
10167,CC260398624J00322702907,大数据开发工程师 ,8K-15K,1-3年,大专,武汉光谷信息技术股份有限公司,股份制企业,500-999人,软件/互联网开发/系统集成,武汉
